material;id_tienda;stock_restaurado
000000000000648349;3193;30
000000000400433001;3074;223
000000000000032136;3212;546
000000000402163006;3089;41
000000000000358032;3212;56
000000000000661975;3092;67
000000000000006438;3180;40
000000000000260876;3093;24
000000000000667600;3094;65
000000000000225728;3212;83
000000000000617411;3187;47
000000000000133180;3206;1688
000000000000612882;3211;49
000000000000214578;3098;33
000000000000961236;3086;26
000000000000668141;3211;45
000000000000631045;3086;19
000000000000882758;3172;39
000000000000170845;3093;563
000000000000612505;3088;67
000000000000546061;3172;36
000000000635476002;3180;66
000000000000575145;3180;30
000000000668190002;3172;188
000000000000032326;3089;309
000000000000638934;3092;88
000000000000900826;3172;1111
000000000000617412;3211;45
000000000400055005;3093;100
000000000000298060;3098;162
000000000400329010;3088;455
000000000648444001;3223;1169
000000000402163002;3089;125
000000000000652489;3093;17
000000000000981938;3093;104
000000000000960218;3223;44
000000000000667694;3206;43
000000000400067004;3094;1375
000000000000781199;3092;124
000000000000759661;3085;23
000000000000861944;3088;130
000000000000010528;3223;42
000000000000639039;3088;294
000000000000618835;3211;85
000000000000120517;3086;80
000000000000625402;3211;51
000000000000634412;3193;138
000000000000618228;3088;77
000000000000052531;3094;171
000000000000631249;3193;426
000000000000661975;3223;260
000000000000718537;3086;1262
000000000665922001;3092;346
000000000650100002;3212;140
000000000000141270;3193;167
000000000000641113;3212;132
000000000000661975;3074;70
000000000000606625;3223;201
000000000000505746;3098;195
000000000000707736;3225;15
000000000000005960;3223;334
000000000400183006;3223;30
000000000000641279;3085;21
000000000000052663;3088;103
000000000000034410;3093;53
000000000000634994;3180;113
000000000650386001;3225;8
000000000000810438;3193;40
000000000000739681;3193;159
000000000401867004;3211;45
000000000000300245;3085;28
000000000000147606;3172;37
000000000000008509;3094;101
000000000000177512;3223;1042
000000000400218001;3086;81
000000000000635313;3206;91
000000000000883202;3187;32
000000000000164129;3091;110
000000000000630624;3088;41
000000000000688938;3089;85
000000000000561242;3187;15
000000000000616203;3085;30
000000000648870003;3094;75
000000000000133223;3088;70
000000000000052674;3074;93
000000000000146528;3094;52
000000000000612882;3089;55
000000000000568755;3225;69
000000000000007413;3212;58
000000000000291653;3088;49
000000000000052391;3223;91
000000000000152048;3187;107
000000000000180027;3094;25
000000000000576939;3098;55
000000000400261002;3089;67
000000000000646386;3193;316
000000000000146214;3088;78
000000000000559524;3092;1582
000000000000544759;3092;32
000000000000544169;3089;14
000000000401867012;3093;25
000000000000907292;3180;364
000000000000900826;3086;824
000000000000291653;3086;25
000000000654827004;3180;11
000000000000668127;3091;146
000000000000156144;3088;82
000000000000180017;3193;35
000000000654770001;3098;37
000000000000900817;3223;5871
000000000000639787;3094;51
000000000000145238;3212;162
000000000000663844;3089;439
000000000000631323;3187;37
000000000000576939;3206;32
000000000000641114;3193;67
000000000000630076;3085;17
000000000000616985;3093;317
000000000000054189;3193;1293
000000000000645720;3088;16
000000000000008509;3223;119
000000000000030964;3180;36
000000000000651225;3086;59
000000000000539998;3187;134
000000000000519804;3086;139
000000000000637931;3193;15
000000000000666102;3098;843
000000000634844002;3098;22
000000000000035284;3086;96
000000000000134121;3074;56
000000000402163013;3091;35
000000000000635931;3172;276
000000000000177512;3086;2613
000000000000567912;3089;31
000000000000628528;3091;42
000000000648870001;3094;59
000000000000031221;3094;22
000000000000147553;3089;203
000000000000052720;3223;10
000000000000133179;3172;263
000000000000663844;3223;423
000000000000008591;3091;27
000000000000214186;3085;92
000000000000626636;3193;505
000000000000008914;3092;726
000000000400071004;3094;35
000000000000284090;3180;37
000000000000052612;3212;301
000000000000188150;3091;70
000000000000020321;3098;127
000000000000210189;3187;102
000000000000616985;3091;212
000000000000635529;3172;13
000000000000565609;3225;47
000000000000558053;3092;24
000000000000010528;3089;28
000000000000641093;3098;86
000000000000663845;3180;327
000000000402197001;3085;95
000000000000182690;3172;60
000000000000639076;3172;40
000000000637411002;3091;64
000000000000197613;3089;55
000000000000640010;3093;44
000000000000172469;3098;121
000000000000160867;3074;120
000000000665922001;3088;59
000000000000598865;3187;280
000000000000046939;3093;45
000000000000665402;3172;39
000000000000667762;3093;39
000000000000213571;3091;118
000000000400308001;3088;2890
000000000000133223;3074;99
000000000000128223;3172;116
000000000000639855;3098;1133
000000000000913286;3212;84
000000000000015532;3093;111
000000000000647716;3089;100
000000000000665715;3074;18
000000000000007448;3088;416
000000000000900820;3089;337
000000000000739961;3074;267
000000000000139940;3085;52
000000000000543391;3187;18
000000000000649042;3085;97
000000000000649868;3172;21
000000000000052612;3223;185
000000000400218002;3093;151
000000000000562182;3225;26
000000000000623594;3091;174
000000000402124001;3212;161
000000000000566684;3193;731
000000000000616933;3085;16
000000000000006486;3092;187
000000000000628011;3091;326
000000000000606428;3180;24
000000000000052634;3091;117
000000000000960218;3086;169
000000000000668188;3172;32
000000000000634412;3223;148
000000000000213396;3206;15
000000000000603916;3211;199
000000000000816588;3085;422
000000000648870003;3092;57
000000000000667610;3092;39
000000000000007387;3094;1561
000000000000666032;3098;65
000000000000015769;3074;35
000000000000010216;3094;55
000000000000035196;3085;41
000000000000141360;3212;1263
000000000622768004;3091;136
000000000000635083;3086;30
000000000000351787;3206;77
000000000000603916;3092;218
000000000000638619;3091;20
000000000000648349;3225;25
000000000000647737;3091;235
000000000400433001;3094;235
000000000000639787;3212;28
000000000000006535;3088;157
000000000000127649;3193;86
000000000000625809;3085;33
000000000000612504;3088;75
000000000000640959;3212;1709
000000000000006466;3193;52
000000000000179743;3093;42
000000000000010571;3098;86
000000000000640959;3225;517
000000000000832664;3089;63
000000000000018122;3180;53
000000000000032389;3206;1456
000000000000005155;3093;50
000000000000024735;3088;925
000000000000645724;3172;268
000000000000199738;3172;231
000000000000622474;3172;98
000000000000558422;3180;256
000000000000650823;3085;240
000000000000663844;3225;388
000000000000900821;3088;2834
000000000000006490;3211;183
000000000000004973;3093;45
000000000000010517;3088;331
000000000000558053;3187;31
000000000000179744;3092;45
000000000000632940;3206;82
000000000000604435;3086;261
000000000000624684;3074;140
000000000000571232;3212;1065
000000000000900820;3088;2185
000000000000759336;3172;2505
000000000000215153;3098;37
000000000000612883;3089;51
000000000000615004;3074;129
000000000000291510;3089;72
000000000000618835;3092;138
000000000000176636;3093;90
000000000000758871;3085;39
000000000000060385;3085;219
000000000000652985;3206;24
000000000000612504;3086;59
000000000000052658;3074;463
000000000000192563;3085;145
000000000000579749;3172;461
000000000000598873;3172;412
000000000000544169;3193;96
000000000000648980;3172;239
000000000000663244;3094;92
000000000000015769;3172;27
000000000000146986;3193;28
000000000000845600;3088;23
000000000000248328;3180;698
000000000000585347;3223;37
000000000000665610;3074;17
000000000000973574;3187;5
000000000000214589;3098;278
000000000000017734;3094;49
000000000000139492;3180;313
000000000000020318;3212;77
000000000000158375;3092;123
000000000000665187;3085;27
000000000000052657;3074;159
000000000000639038;3094;102
000000000000177770;3187;66
000000000000615836;3093;132
000000000000639041;3211;52
000000000000213396;3180;17
000000000000030965;3092;65
000000000000005724;3193;72
000000000000667672;3086;12
000000000000005964;3225;396
000000000000052656;3211;77
000000000000616209;3074;18
000000000616561002;3223;32
000000000000185005;3086;111
000000000000052651;3074;233
000000000000632241;3206;25
000000000668190001;3180;195
000000000000298060;3093;71
000000000400329009;3088;477
000000000000163045;3089;40
000000000000665187;3091;31
000000000000200148;3088;48
000000000616562001;3193;37
000000000000878691;3180;185
000000000000899947;3093;977
000000000000211158;3091;62
000000000000900821;3211;178
000000000000056648;3093;55
000000000000516749;3092;717
000000000000008558;3206;24
000000000000649314;3091;510
000000000000615003;3088;62
000000000000059685;3088;88
000000000000650655;3092;42
000000000000046939;3180;134
000000000000350937;3094;25
000000000645975003;3193;251
000000000000667692;3223;42
000000000000539998;3086;55
000000000000777211;3098;174
000000000000170845;3180;355
000000000000146214;3086;24
000000000000135092;3172;377
000000000000152770;3086;23
000000000400067004;3172;266
000000000000668903;3172;83
000000000000688938;3092;584
000000000000133181;3085;92
000000000000568764;3180;22
000000000000631249;3172;204
000000000000543099;3193;17
000000000000605708;3193;381
000000000000031910;3093;465
000000000000780250;3086;74
000000000000032136;3211;124
000000000000210295;3225;137
000000000000291227;3206;98
000000000000007515;3223;175
000000000000649042;3180;143
000000000000639789;3088;530
000000000000666029;3223;71
000000000000982844;3092;65
000000000000214187;3211;52
000000000000663845;3206;227
000000000000018287;3211;129
000000000000031915;3085;116
000000000000128237;3172;150
000000000000901361;3092;78
000000000000217922;3206;74
000000000000646834;3212;15
000000000401864001;3212;21
000000000665656001;3086;17
000000000000018119;3085;900
000000000400072001;3094;42
000000000000614054;3225;35
000000000000614340;3180;293
000000000000721107;3211;28
000000000000351783;3193;163
000000000400183001;3211;144
000000000000645453;3093;71
000000000000864254;3093;106
000000000000639788;3098;47
000000000000009451;3098;23
000000000000158375;3089;49
000000000000060385;3091;290
000000000000666101;3172;349
000000000000647716;3172;147
000000000000010517;3212;178
000000000000578191;3085;432
000000000000666029;3074;101
000000000000047391;3091;138
000000000000120517;3187;140
000000000634901001;3094;67
000000000000598873;3088;382
000000000000156144;3225;53
000000000000203383;3206;28
000000000000163045;3094;57
000000000000017659;3074;59
000000000000146527;3098;51
000000000000533072;3093;39
000000000000005964;3086;1316
000000000000158375;3094;159
000000000000010008;3211;441
000000000000158522;3091;26
000000000000153589;3085;55
000000000000632285;3093;90
000000000000688938;3094;410
000000000000031628;3180;175
000000000000062405;3092;649
000000000000614113;3180;144
000000000000047388;3086;298
000000000000561155;3085;147
000000000000005758;3091;34
000000000665771003;3089;27
000000000000156144;3092;41
000000000000006442;3212;3453
000000000000198491;3225;4604
000000000000200713;3098;64
000000000000560445;3074;301
000000000000914447;3092;18
000000000000168302;3092;80
000000000000006444;3225;564
000000000000655578;3093;27
000000000000125621;3211;37
000000000000141271;3085;49
000000000000180031;3180;66
000000000000178379;3094;66
000000000000622002;3088;48
000000000000562679;3187;88
000000000000355622;3211;60
000000000000052614;3187;69
000000000000181263;3187;31
000000000000291510;3211;4
000000000000645721;3094;19
000000000000620407;3223;468
000000000000018122;3098;51
000000000000180027;3172;76
000000000000292185;3098;732
000000000000173898;3223;51
000000000000612861;3086;38
000000000400329009;3172;280
000000000000146224;3092;9
000000000000032136;3088;289
000000000000052391;3094;126
000000000000899948;3225;778
000000000000119092;3088;37
000000000000667672;3092;35
000000000645975002;3193;396
000000000000004900;3074;236
000000000000622002;3086;99
000000000000010012;3223;126
000000000000635083;3074;23
000000000000630440;3193;16
000000000000177770;3212;123
000000000634901001;3225;221
000000000000006105;3211;1857
000000000400308002;3085;2541
000000000000638934;3074;76
000000000000006495;3172;170
000000000665771002;3225;15
000000000000638934;3193;121
000000000000119002;3085;1239
000000000000649314;3098;261
000000000000566339;3092;129
000000000000623020;3180;12
000000000000133333;3225;80
000000000000017664;3172;96
000000000000339668;3172;257
000000000000339586;3093;25
000000000000646214;3085;39
000000000000863278;3091;44
000000000000618228;3193;81
000000000000649868;3187;17
000000000000706502;3223;13
000000000000614358;3086;39
000000000000010217;3074;56
000000000000010216;3088;85
000000000000125621;3187;115
000000000000177772;3074;269
000000000000008914;3187;276
000000000000646386;3092;579
000000000000635684;3223;34
000000000000198339;3172;382
000000000000876417;3085;426
000000000000213571;3085;97
000000000000612035;3180;179
000000000000198339;3211;390
000000000000344300;3180;211
000000000000139922;3092;81
000000000000975245;3223;39
000000000622768002;3086;134
000000000000668060;3206;202
000000000000652708;3093;372
000000000000779613;3074;256
000000000000168906;3212;51
000000000000195308;3206;47
000000000000006444;3074;612
000000000400055005;3180;187
000000000000170201;3180;75
000000000000052720;3094;15
000000000000647736;3212;125
000000000000662257;3088;182
000000000000546916;3093;18
000000000400067001;3193;1278
000000000000318983;3180;1926
000000000000024572;3187;2688
000000000000163044;3098;40
000000000000186376;3211;13
000000000000828564;3085;96
000000000000218917;3091;140
000000000000005964;3094;1212
000000000622768006;3091;137
000000000000128218;3225;107
000000000000005756;3180;2343
000000000663007001;3091;73
000000000400329005;3091;464
000000000000010584;3094;249
000000000000168302;3086;48
000000000000146215;3091;19
000000000000010012;3089;173
000000000000321096;3074;170
000000000000581680;3085;29
000000000000176786;3089;28
000000000402163006;3094;30
000000000000607914;3091;206
000000000000018287;3193;718
000000000000291653;3212;31
000000000000006444;3088;729
000000000000006107;3091;1093
000000000000900820;3074;1403
000000000000158479;3180;391
000000000000018123;3193;201
000000000000795025;3074;1728
000000000000661118;3180;87
000000000000054189;3212;1473
000000000000141270;3187;189
000000000000164008;3225;59
000000000000665273;3187;24
000000000000215841;3085;1390
000000000000131318;3172;46
000000000000635529;3223;15
000000000000635684;3225;48
000000000000667803;3172;66
000000000000052656;3223;94
000000000000667610;3074;58
000000000000156144;3211;57
000000000000337024;3074;129
000000000000572837;3098;6
000000000000627770;3074;58
000000000400218003;3093;92
000000000000005961;3223;18
000000000000005759;3086;60
000000000000688937;3085;108
000000000000032136;3193;188
000000000000031416;3193;75
000000000000191249;3225;29
000000000000661944;3088;50
000000000000210257;3092;82
000000000000062405;3211;268
000000000000877304;3193;369
000000000000146224;3089;12
000000000000781021;3180;31
000000000000646203;3085;77
000000000000015864;3098;82
000000000000666166;3093;12
000000000000634412;3092;183
000000000000321094;3193;1600
000000000000991226;3086;132
000000000000177512;3094;2087
000000000000749098;3211;71
000000000000632286;3074;36
000000000645975003;3088;363
000000000000006674;3085;6
000000000000006442;3088;5139
000000000000516747;3091;600
000000000000616202;3088;23
000000000000126791;3206;218
000000000668190001;3091;145
000000000636515001;3172;64
000000000000623594;3085;1109
000000000000566339;3172;507
000000000000652001;3093;73
000000000000621034;3180;589
000000000000638916;3086;58
000000000000324538;3085;44
000000000000141270;3094;625
000000000000024572;3193;4000
000000000000628527;3098;73
000000000000189986;3223;154
000000000000955613;3193;34
000000000000006557;3093;32
000000000000607261;3180;36
000000000000152770;3074;34
000000000000031416;3212;123
000000000000623107;3193;34
000000000000180012;3225;19
000000000000179983;3098;52
000000000000662799;3086;32
000000000000171333;3225;22
000000000000010577;3089;23
000000000648870004;3225;69
000000000400329010;3223;396
000000000000189987;3225;96
000000000000231594;3093;11
000000000650059002;3091;539
000000000000652972;3180;113
000000000000134121;3193;27
000000000000955555;3085;16
000000000000052652;3091;677
000000000000010631;3088;33
000000000000618365;3094;36
000000000000901361;3089;88
000000000000900818;3074;5584
000000000000607896;3085;21
000000000000358032;3088;12
000000000000006444;3187;2731
000000000000503538;3180;1760
000000000665922002;3180;55
000000000000613365;3223;31
000000000000662371;3088;90
000000000000577226;3223;8
000000000000630078;3211;19
000000000000024727;3091;78
000000000000668651;3088;20
000000000000618835;3212;37
000000000654770001;3085;31
000000000000571232;3074;387
000000000000652880;3212;27
000000000000135092;3088;169
000000000000154632;3211;77
000000000401862004;3211;17
000000000000210189;3092;185
000000000401864001;3092;43
000000000000900818;3089;348
000000000000520482;3092;109
000000000000158479;3091;295
000000000000663244;3193;171
000000000628439001;3223;56
000000000000612505;3089;69
000000000000501362;3093;595
000000000000182690;3086;91
000000000000164008;3223;59
000000000000957753;3187;37
000000000000605708;3172;4393
000000000000640873;3086;53
000000000000005757;3223;94
000000000000721107;3223;273
000000000000062471;3225;92
000000000000767398;3180;574
000000000000647123;3225;22
000000000000160867;3212;68
000000000000358358;3212;4048
000000000000665791;3086;58
000000000000010687;3092;63
000000000000955553;3091;18
000000000000214184;3074;78
000000000000138610;3212;63
000000000000133181;3206;158
000000000000188148;3088;1369
000000000000358392;3085;114
000000000000649345;3212;1040
000000000000666015;3211;30
000000000000180009;3172;69
000000000000158523;3212;58
000000000000598872;3187;288
000000000000018137;3094;23
000000000668190002;3211;150
000000000000845600;3187;541
000000000000635083;3211;17
000000000000663046;3206;62
000000000000181372;3187;59
000000000000145238;3094;520
000000000402629003;3088;208
000000000000628711;3094;68
000000000000900817;3211;360
000000000000639525;3172;24
000000000000639789;3094;69
000000000000638518;3223;57
000000000000721107;3193;230
000000000000176786;3225;32
000000000000622001;3172;498
000000000000216960;3212;80
000000000000639076;3225;30
000000000665771001;3223;24
000000000000128227;3180;102
000000000000354906;3180;129
000000000000010216;3193;81
000000000000638620;3172;29
000000000000358031;3223;149
000000000000210239;3088;77
000000000645975002;3187;262
000000000000008527;3092;61
000000000000759335;3086;659
000000000000172456;3187;30
000000000000010511;3089;47
000000000000639936;3206;69
000000000000744843;3098;16
000000000000648145;3098;439
000000000000642688;3074;708
000000000401914004;3193;163
000000000000641109;3086;12
000000000000845600;3193;13
000000000000975247;3212;11
000000000000006526;3089;42
000000000401861004;3085;17
000000000668610002;3180;87
000000000000024733;3089;2739
000000000000759336;3088;169
000000000000017665;3093;64
000000000000639788;3206;38
000000000000520463;3088;42
000000000000960217;3074;137
000000000000008527;3086;89
000000000000635684;3086;35
000000000000164853;3092;131
000000000400433002;3088;971
000000000000607906;3093;261
000000000400218004;3193;308
000000000000321550;3180;129
000000000000655096;3074;10
000000000000598865;3193;395
000000000000640143;3089;47
000000000000650196;3085;70
000000000000118603;3091;26
000000000000653352;3225;3
000000000000182690;3187;328
000000000000786457;3223;20
000000000000018286;3074;172
000000000000156561;3206;25
000000000000163039;3088;33
000000000000215155;3180;140
000000000000146509;3206;44
000000000000009674;3206;48
000000000000052720;3212;27
000000000000191007;3085;106
000000000000132114;3225;14
000000000000164008;3088;77
000000000000565609;3089;39
000000000000614113;3085;37
000000000000620407;3225;362
000000000000667422;3094;185
000000000000815280;3089;36
000000000665922001;3172;100
000000000000662371;3225;52
000000000000006129;3093;575
000000000000031911;3223;903
000000000000181828;3180;39
000000000000217111;3180;21
000000000000781199;3094;39
000000000000053864;3180;38
000000000000147606;3092;38
000000000000615004;3193;200
000000000000141870;3089;56
000000000000052679;3187;45
000000000000585347;3211;41
000000000000562182;3223;20
000000000400183006;3092;113
000000000000754767;3074;272
000000000400067006;3085;47
000000000000543098;3187;6
000000000650386002;3212;8
000000000000005960;3212;518
000000000000649222;3094;155
000000000640546002;3098;26
000000000000623256;3091;68
000000000000052294;3193;228
000000000400055001;3094;250
000000000000173896;3180;60
000000000000810438;3212;65
000000000000145238;3074;118
000000000000640959;3223;1253
000000000000189558;3180;118
000000000000632285;3180;36
000000000000575145;3206;35
000000000000612883;3074;68
000000000000023002;3180;297
000000000000006486;3088;82
000000000000501361;3225;964
000000000000648040;3225;35
000000000000164008;3086;141
000000000000641548;3093;36
000000000000640484;3085;16
000000000000030965;3193;50
000000000000131441;3211;674
000000000000622474;3089;68
000000000000629401;3086;45
000000000000358359;3180;414
000000000000646834;3089;46
000000000000188150;3093;33
000000000402160001;3211;30
000000000000842477;3086;83
000000000000544169;3223;32
000000000000006455;3212;68
000000000000046528;3212;199
000000000000607904;3211;175
000000000000665263;3212;141
000000000000629401;3088;48
000000000000533072;3180;27
000000000000214578;3206;41
000000000000655096;3223;22
000000000000192563;3098;126
000000000000184561;3180;327
000000000000538415;3093;82
000000000000781198;3098;129
000000000000665265;3098;121
000000000000210484;3172;17
000000000000530962;3206;4
000000000000665518;3223;17
000000000000165488;3206;315
000000000000632940;3180;204
000000000000215154;3223;68
000000000000141270;3074;82
000000000400308002;3180;6350
000000000000777211;3206;116
000000000000024599;3193;377
000000000000606625;3086;120
000000000000611421;3206;435
000000000400067001;3092;1200
000000000000543099;3088;18
000000000000637737;3223;54
000000000000646202;3085;536
000000000402032001;3212;39
000000000000575693;3091;30
000000000000752668;3211;71
000000000648870001;3172;60
000000000000781199;3225;30
000000000000607261;3091;51
000000000400433001;3225;25
000000000000154632;3212;162
000000000000175894;3212;12
000000000000010584;3225;77
000000000000146528;3089;37
000000000000667119;3088;23
000000000000637200;3225;7
000000000000976752;3180;344
000000000000560511;3074;89
000000000000544823;3088;12
000000000636515001;3088;66
000000000000641548;3091;68
000000000000941357;3091;44
000000000000180031;3093;83
000000000000141302;3223;74
000000000000604435;3223;179
000000000000631669;3187;40
000000000000598865;3223;169
000000000000543099;3086;18
000000000000006128;3212;37
000000000000006457;3098;521
000000000000985414;3211;84
000000000000119002;3091;500
000000000000181263;3086;37
000000000000653876;3093;30
000000000402163020;3093;21
000000000000631668;3074;126
000000000000618836;3211;99
000000000000544759;3212;9
000000000000052107;3223;201
000000000000560511;3094;89
000000000000642687;3092;307
000000000628439002;3093;34
000000000000622474;3225;36
000000000000155394;3172;1638
000000000400067005;3225;46
000000000000181877;3172;106
000000000000543098;3088;40
000000000000635466;3098;93
000000000000665264;3206;98
000000000400185002;3193;73
000000000000219335;3093;46
000000000000007484;3093;120
000000000664214001;3206;33
000000000000004973;3091;46
000000000000007387;3211;2084
000000000000639038;3172;83
000000000000883202;3092;48
000000000000020318;3187;182
000000000000632283;3225;37
000000000000645433;3074;75
000000000000180013;3093;16
000000000401864001;3074;25
000000000000606624;3098;17
000000000000631161;3094;46
000000000000635529;3187;13
000000000000623020;3098;24
000000000000295085;3092;192
000000000000031915;3206;116
000000000000579994;3091;114
000000000000520463;3187;16
000000000000579994;3180;39
000000000000571222;3193;179
000000000000561524;3206;14
000000000000158523;3187;10
000000000000605708;3211;1869
000000000000176198;3206;25
000000000000006126;3223;2799
000000000000667968;3180;95
000000000000192068;3225;14
000000000000505193;3206;46
000000000000652481;3089;58
000000000000146214;3193;28
000000000000141821;3180;427
000000000000180009;3193;52
000000000400329001;3092;659
000000000401867002;3091;36
000000000000010664;3088;30
000000000000018286;3211;102
000000000000641114;3088;20
000000000000176169;3093;2012
000000000000200148;3086;24
000000000000520463;3094;31
000000000000845600;3074;40
000000000000647737;3093;337
000000000000353250;3092;318
000000000401862004;3187;238
000000000000816588;3098;227
000000000000985918;3172;45
000000000000052679;3193;51
000000000000024735;3092;5415
000000000000318983;3206;163
000000000650386001;3172;16
000000000000024572;3092;4784
000000000000133435;3089;557
000000000000665741;3212;3821
000000000622009001;3211;28
000000000000506262;3225;31
000000000000004900;3086;96
000000000000661975;3211;61
000000000000665063;3098;1252
000000000000163039;3172;42
000000000000818130;3091;81
000000000000648040;3086;34
000000000000006552;3093;64
000000000000561301;3093;17
000000000000780250;3212;47
000000000000638518;3086;16
000000000000053809;3089;962
000000000000031222;3223;14
000000000000629757;3211;2159
000000000665771003;3092;17
000000000000652481;3187;35
000000000000166832;3091;31
000000000668190002;3089;72
000000000000667672;3088;15
000000000000575693;3085;47
000000000628439002;3206;63
000000000000010664;3211;36
000000000000006516;3086;304
000000000000976753;3180;494
000000000000626165;3085;37
000000000400329009;3225;432
000000000000295085;3094;81
000000000000005054;3212;734
000000000000005761;3180;143
000000000000321096;3225;100
000000000000141189;3206;58
000000000000629402;3074;53
000000000000007504;3091;599
000000000402135002;3088;54
000000000000985918;3086;33
000000000000598865;3089;321
000000000000006518;3187;82
000000000000131318;3223;20
000000000000976753;3098;110
000000000000623594;3098;286
000000000000009674;3098;77
000000000000663242;3172;190
000000000000024735;3225;561
000000000000176636;3180;40
000000000400071003;3223;25
000000000000894768;3187;134
000000000000571232;3086;351
000000000000634994;3091;91
000000000000663242;3094;62
000000000000655096;3193;17
000000000000010511;3187;41
000000000000010008;3172;1220
000000000000641109;3211;18
000000000000629403;3089;23
000000000000133229;3089;77
000000000000032326;3212;334
000000000000017739;3098;219
000000000622009002;3206;64
000000000400072001;3088;35
000000000000631249;3089;118
000000000000571228;3089;1585
000000000000646386;3086;234
000000000000017929;3089;364
000000000000174334;3212;113
000000000000231594;3091;13
000000000000712440;3225;430
000000000000631045;3089;75
000000000000350937;3187;15
000000000000147606;3193;26
000000000000052391;3088;163
000000000000731601;3085;145
000000000000006126;3088;1398
000000000000163401;3085;53
000000000000198491;3193;14
000000000000225728;3074;49
000000000000176786;3086;15
000000000000668141;3212;123
000000000000506262;3086;144
000000000000645723;3206;63
000000000000031915;3093;45
000000000665420003;3223;94
000000000000189987;3211;131
000000000401867002;3180;90
000000000000358031;3193;87
000000000000559524;3211;865
000000000000612861;3088;108
000000000000133180;3085;121
000000000000842477;3223;83
000000000000176169;3180;183
000000000000665184;3206;29
000000000000861944;3187;28
000000000000650198;3225;58
000000000000624993;3091;31
000000000401862004;3193;36
000000000402163005;3094;1924
000000000000667429;3094;426
000000000000052107;3225;151
000000000000625303;3206;30
000000000000006518;3089;41
000000000000629403;3094;48
000000000400071004;3089;18
000000000000154633;3225;26
000000000000576448;3187;19
000000000000018287;3088;116
000000000000739961;3172;35
000000000000188148;3094;927
000000000400183006;3187;33
000000000000571222;3086;251
000000000000650419;3180;136
000000000000054626;3089;24
000000000000645928;3223;46
000000000000506264;3085;48
000000000000631323;3223;22
000000000000637200;3212;12
000000000000005474;3094;109
000000000000133179;3212;531
000000000000052674;3223;165
000000000000184561;3206;210
000000000000005753;3092;177
000000000000666101;3088;83
000000000400329004;3206;1169
000000000000119092;3074;69
000000000000203300;3088;12
000000000000616492;3180;57
000000000665420003;3074;164
000000000000277182;3093;136
000000000000133181;3093;1868
000000000000575642;3098;347
000000000000959403;3094;89
000000000000052531;3074;318
000000000000539998;3172;123
000000000000138610;3088;41
000000000000010687;3212;275
000000000000616203;3180;23
000000000000181877;3088;124
000000000000057969;3206;2211
000000000000640873;3092;52
000000000000567413;3212;99
000000000000018119;3180;1056
000000000000612882;3088;44
000000000000353250;3094;98
000000000000008509;3193;65
000000000665922001;3193;248
000000000000607260;3212;32
000000000000351783;3187;166
000000000000145903;3089;98
000000000000062405;3223;1055
000000000400183006;3074;159
000000000000146528;3225;62
000000000000650655;3094;41
000000000000543700;3180;39
000000000000662257;3094;874
000000000000631161;3089;38
000000000000141402;3193;27
000000000000749098;3092;2068
000000000000152767;3093;68
000000000000641113;3225;12
000000000000864253;3187;35
000000000000052531;3088;324
000000000000017664;3086;84
000000000000553519;3092;303
000000000000004898;3089;53
000000000000215155;3093;151
000000000000146215;3093;47
000000000000213721;3074;53
000000000400183001;3223;77
000000000000052294;3089;193
000000000000617380;3074;36
000000000000154632;3092;63
000000000000744843;3180;14
000000000000919940;3093;83
000000000000645723;3093;29
000000000000719281;3223;48
000000000000565453;3223;154
000000000000005724;3223;33
000000000000141404;3086;38
000000000000133229;3172;1403
000000000000024599;3225;64
000000000000518013;3085;85
000000000000342883;3085;94
000000000000005961;3225;42
000000000000519771;3085;26
000000000000010570;3212;83
000000000000298060;3085;166
000000000000308550;3093;14
000000000000005760;3085;152
000000000000623594;3180;214
000000000000959403;3172;167
000000000000638654;3085;20
000000000400433001;3212;255
000000000000544058;3094;79
000000000000641385;3212;54
000000000000616733;3086;23
000000000000629401;3193;114
000000000000638621;3089;41
000000000000005966;3093;12
000000000000900826;3223;246
000000000000621033;3211;282
000000000636515002;3212;38
000000000000133224;3088;444
000000000000647737;3085;126
000000000000004912;3074;833
000000000400055005;3085;248
000000000000558422;3098;295
000000000000985414;3088;106
000000000000010584;3172;79
000000000402613001;3089;632
000000000000692549;3089;18
000000000000031911;3086;195
000000000000292183;3187;12
000000000000629712;3089;41
000000000000639787;3187;26
000000000000182607;3085;40
000000000665656001;3211;25
000000000000985918;3089;37
000000000000010579;3093;93
000000000000621033;3074;871
000000000000141403;3180;35
000000000000355621;3225;668
000000000000712974;3088;1400
000000000000572390;3225;41
000000000000760476;3074;8819
000000000000667815;3206;6
000000000000739961;3225;24
000000000000032389;3093;648
000000000000668651;3089;37
000000000000008914;3074;3760
000000000636515001;3074;57
000000000000957753;3086;83
000000000400218001;3211;348
000000000000646822;3098;149
000000000000630954;3206;132
000000000000164008;3212;57
000000000000641025;3074;527
000000000000637670;3211;142
000000000000356297;3094;24
000000000000549591;3074;77
000000000000642687;3187;109
000000000000052663;3092;268
000000000000568818;3098;17
000000000624310001;3225;24
000000000000506147;3180;56
000000000000292183;3212;63
000000000000780250;3211;70
000000000000759659;3206;76
000000000000611420;3091;293
000000000000612505;3212;46
000000000000907292;3093;60
000000000621962002;3086;36
000000000000128227;3206;108
000000000000614358;3193;18
000000000000062471;3172;99
