material;id_tienda;stock_restaurado
000000000000710446;3172;762
000000000000128218;3088;255
000000000000146527;3206;26
000000000000010577;3211;18
000000000000140265;3223;153
000000000000189558;3206;51
000000000000566344;3212;92
000000000000006106;3091;735
000000000650059002;3085;276
000000000000184968;3223;51
000000000000652481;3211;63
000000000000639501;3089;105
000000000648444001;3094;108
000000000000052674;3088;106
000000000000641114;3223;14
000000000000666019;3093;39
000000000000192594;3187;9
000000000000010586;3206;117
000000000401851006;3092;282
000000000000739961;3193;28
000000000000135092;3225;69
000000000000652974;3180;49
000000000000648065;3091;49
000000000000640484;3093;15
000000000000665263;3086;189
000000000000024735;3094;4514
000000000400067004;3088;269
000000000000647468;3180;86
000000000402629006;3212;823
000000000650386002;3223;14
000000000000354906;3206;99
000000000000287807;3085;16
000000000000614051;3225;99
000000000665771003;3212;24
000000000000142838;3091;58
000000000000665274;3091;14
000000000000642688;3223;447
000000000000192594;3086;15
000000000000133223;3086;80
000000000000011016;3180;147
000000000000667672;3089;13
000000000000648065;3206;43
000000000000005959;3074;673
000000000000141993;3180;220
000000000000128237;3223;29
000000000000985414;3074;205
000000000000624684;3193;222
000000000000649868;3225;24
000000000000210336;3094;347
000000000000754765;3206;31
000000000649484001;3225;18
000000000000625303;3098;23
000000000000650823;3091;180
000000000000054626;3086;46
000000000000637755;3092;24
000000000000158522;3093;30
000000000000641025;3193;509
000000000000652466;3211;77
000000000666059002;3088;29
000000000000688938;3225;81
000000000000007518;3093;3733
000000000000141403;3093;89
000000000000355622;3193;91
000000000000053891;3074;185
000000000000642723;3085;5
000000000000631161;3172;49
000000000000164008;3193;90
000000000000009130;3172;1228
000000000000868530;3193;62
000000000000052391;3211;39
000000000000759336;3225;1091
000000000000877304;3223;132
000000000000010662;3187;149
000000000000355005;3074;43
000000000000174299;3091;43
000000000000011506;3094;205
000000000000667695;3094;42
000000000000010586;3091;204
000000000000650823;3093;191
000000000000214186;3098;103
000000000000516749;3212;255
000000000000163735;3085;73
000000000000006129;3085;193
000000000000617411;3193;62
000000000000640961;3089;55
000000000000147606;3074;48
000000000000133229;3086;219
000000000000019953;3089;93
000000000000006466;3172;72
000000000000667672;3074;57
000000000000057969;3085;1050
000000000000135488;3193;174
000000000000665273;3086;24
000000000000018123;3092;1149
000000000000961236;3088;37
000000000000182568;3225;34
000000000000615003;3223;42
000000000000640173;3212;44
000000000000010681;3187;132
000000000000342883;3098;73
000000000000631161;3223;46
000000000400069001;3093;382
000000000000712974;3193;984
000000000000614115;3225;33
000000000000632283;3086;39
000000000000005759;3223;50
000000000649484001;3086;51
000000000000141820;3092;351
000000000000667803;3223;22
000000000000577057;3088;29
000000000000010687;3211;56
000000000000328254;3098;70
000000000000174334;3094;164
000000000000544823;3193;14
000000000000964689;3093;268
000000000000006552;3206;164
000000000000646214;3093;138
000000000000031023;3091;217
000000000000566684;3172;592
000000000000639525;3088;25
000000000000206654;3092;42
000000000000759335;3211;1350
000000000000018286;3086;108
000000000000667968;3206;110
000000000000558396;3206;78
000000000000211158;3085;42
000000000000018137;3211;34
000000000400067001;3172;101
000000000000606625;3172;181
000000000000606510;3089;49
000000000400308001;3223;3741
000000000000010632;3086;64
000000000400308003;3092;139
000000000000140102;3093;63
000000000000600320;3091;46
000000000000633961;3085;24
000000000000654810;3225;7
000000000000588612;3085;41
000000000000872676;3225;169
000000000400218004;3089;69
000000000000577057;3187;21
000000000400185004;3094;226
000000000000132115;3206;109
000000000000642688;3089;553
000000000000321096;3088;111
000000000000009452;3180;37
000000000000220630;3092;22
000000000000126791;3085;120
000000000000030965;3086;122
000000000000645720;3094;9
000000000000349179;3085;345
000000000000941356;3098;82
000000000000506264;3091;55
000000000000019952;3180;131
000000000000006442;3092;3819
000000000636515001;3223;51
000000000000758871;3206;89
000000000000533071;3089;23
000000000000615078;3211;50
000000000000010630;3088;28
000000000000739961;3088;52
000000000000914447;3074;58
000000000000010577;3225;19
000000000000667610;3172;116
000000000000637737;3092;48
000000000000607911;3206;69
000000000000571222;3089;63
000000000000639501;3212;445
000000000000546061;3092;75
000000000636515002;3223;72
000000000000667263;3180;43
000000000000208698;3074;36
000000000000017665;3091;85
000000000000665280;3088;22
000000000000024599;3094;327
000000000000011016;3091;125
000000000000181372;3193;87
000000000000612806;3093;2580
000000000000006442;3086;4211
000000000000985414;3193;286
000000000000506262;3187;12
000000000000645724;3092;385
000000000000505749;3086;196
000000000000133181;3180;149
000000000000192594;3212;7
000000000000010570;3211;103
000000000000351783;3211;46
000000000000180027;3086;24
000000000000864253;3092;150
000000000000638546;3180;19
000000000000577226;3212;41
000000000000356040;3085;53
000000000000634834;3085;119
000000000000651990;3172;333
000000000000188150;3180;74
000000000000157195;3088;14
000000000000355622;3088;466
000000000000007101;3085;137
000000000000210403;3091;109
000000000000133224;3074;660
000000000000641384;3223;62
000000000000006535;3193;205
000000000000630954;3098;296
000000000000566684;3074;1126
000000000000937354;3225;35
000000000402124004;3223;27
000000000000168302;3089;36
000000000000008644;3091;34
000000000000637737;3172;76
000000000000132114;3086;65
000000000000650626;3206;30
000000000000518013;3098;79
000000000000607914;3180;323
000000000000648504;3212;15
000000000000218099;3091;58
000000000000214186;3091;109
000000000000712440;3086;986
000000000000651990;3225;113
000000000000005054;3088;305
000000000000616733;3225;14
000000000000145903;3094;128
000000000000614115;3223;47
000000000402163005;3193;214
000000000000647083;3093;35
000000000000132112;3180;177
000000000000131441;3193;172
000000000000170132;3225;36
000000000000639525;3223;16
000000000000251252;3091;36
000000000000191112;3193;55
000000000000007387;3088;196
000000000000815275;3172;76
000000000000655578;3098;15
000000000400218001;3193;149
000000000000191249;3172;19
000000000000758871;3091;200
000000000000607260;3074;16
000000000400071004;3088;13
000000000000166832;3098;54
000000000402163005;3088;33
000000000000118791;3091;54
000000000000641385;3211;89
000000000000189987;3092;256
000000000000606625;3074;139
000000000000637200;3089;8
000000000000059805;3212;113
000000000000604342;3193;124
000000000000052658;3094;772
000000000000560511;3086;121
000000000668190002;3088;81
000000000000651990;3094;13
000000000000616068;3085;130
000000000000561301;3098;20
000000000000653352;3088;19
000000000000566684;3223;227
000000000000171547;3092;50
000000000000688938;3187;53
000000000000628527;3180;76
000000000000213570;3091;30
000000000000634994;3206;112
000000000000253327;3211;53
000000000400433002;3193;987
000000000402629003;3086;336
000000000000181373;3093;23
000000000000132462;3223;415
000000000000005542;3206;42
000000000400329002;3206;804
000000000000053901;3089;341
000000000000167455;3212;507
000000000000899948;3211;2276
000000000000519804;3172;177
000000000000052294;3212;256
000000000000286465;3092;81
000000000000647125;3089;43
000000000000141270;3089;65
000000000000210189;3074;91
000000000000617412;3092;51
000000000000324538;3098;65
000000000000607911;3093;70
000000000000652481;3092;57
000000000000637755;3193;22
000000000000351783;3212;307
000000000000617412;3187;42
000000000000355618;3211;1130
000000000000008644;3085;38
000000000000167455;3193;944
000000000000175894;3089;26
000000000000189986;3187;54
000000000000007390;3223;2209
000000000000321094;3086;839
000000000401867009;3180;43
000000000000167456;3086;207
000000000000253327;3094;55
000000000000759335;3225;1490
000000000000617412;3225;35
000000000402629006;3172;3548
000000000000649222;3187;52
000000000000147553;3086;299
000000000000598872;3223;98
000000000000661594;3093;56
000000000000210064;3098;13085
000000000000665365;3091;91
000000000000661945;3089;176
000000000000666004;3193;136
000000000000358391;3211;495
000000000000135092;3193;281
000000000000612888;3093;47
000000000000005760;3180;144
000000000000032389;3085;2019
000000000000598872;3074;302
000000000000957755;3098;94
000000000000017966;3193;37
000000000000133229;3092;2566
000000000000615395;3223;33
000000000000648040;3187;29
000000000000339586;3206;57
000000000000252158;3206;107
000000000624299003;3085;110
000000000000132462;3225;1244
000000000000655684;3074;8
000000000000894768;3094;20
000000000000217412;3089;35
000000000000321094;3074;1641
000000000000612808;3206;202
000000000000017960;3223;37
000000000000637200;3172;17
000000000000639076;3074;77
000000000000005474;3088;98
000000000000634900;3085;58
000000000000148242;3172;109
000000000000543099;3225;8
000000000400071004;3223;37
000000000000154632;3172;97
000000000616561002;3193;38
000000000000006537;3092;137
000000000000646214;3180;138
000000000000562679;3092;34
000000000000053891;3092;1537
000000000647039003;3085;22
000000000000024552;3089;63
000000000000662371;3172;130
000000000000217412;3172;71
000000000000759659;3098;103
000000000000141404;3193;51
000000000000663242;3089;63
000000000400218002;3206;99
000000000000059809;3094;507
000000000000007448;3223;162
000000000000167456;3089;159
000000000000894768;3074;35
000000000000611421;3180;532
000000000000007515;3089;117
000000000401861010;3091;17
000000000000007493;3187;540
000000000000641384;3172;58
000000000000607904;3172;182
000000000000133333;3193;198
000000000000004901;3180;43
000000000647039003;3098;46
000000000000666101;3092;199
000000000000181877;3223;120
000000000000005757;3074;30
000000000000019952;3206;96
000000000000991226;3088;98
000000000400329001;3223;405
000000000650100002;3086;130
000000000000005256;3206;125
000000000000767397;3193;491
000000000000006490;3089;80
000000000000215161;3225;991
000000000000559524;3212;467
000000000000991226;3225;101
000000000000647125;3074;62
000000000000955556;3093;36
000000000000955614;3187;23
000000000000170198;3089;89
000000000000637755;3211;8
000000000000877304;3088;210
000000000000035196;3093;147
000000000000168302;3088;36
000000000663007004;3223;33
000000000000561155;3098;407
000000000000749097;3092;3159
000000000000006674;3180;13
000000000000571232;3172;547
000000000400183006;3086;136
000000000000009009;3180;231
000000000401914004;3211;288
000000000000008892;3098;136
000000000000135092;3086;733
000000000000635301;3085;35
000000000000178088;3180;81
000000000000638654;3091;173
000000000000776038;3206;262
000000000000652001;3098;38
000000000401926001;3085;22
000000000000298060;3091;174
000000000000667695;3088;66
000000000000842477;3211;84
000000000000577057;3212;74
000000000000641384;3092;85
000000000000619701;3093;51
000000000000665791;3187;52
000000000000614358;3172;74
000000000645975001;3098;416
000000000000178386;3098;91
000000000000191249;3092;29
000000000000654810;3223;19
000000000000145903;3187;95
000000000000023002;3206;363
000000000000964689;3180;192
000000000000189558;3093;152
000000000000342159;3180;24
000000000000561242;3088;10
000000000000059809;3211;120
000000000000639896;3180;179
000000000000154633;3092;41
000000000000358391;3193;2952
000000000000180009;3088;33
000000000402629003;3187;965
000000000000009451;3180;19
000000000000018123;3223;1901
000000000000010647;3206;87
000000000000210393;3225;24
000000000665091001;3187;20
000000000000611123;3093;6
000000000000052392;3085;244
000000000000008892;3093;144
000000000622768001;3225;45
000000000000759336;3089;1105
000000000000661944;3089;32
000000000000665610;3092;8
000000000000718537;3225;2210
000000000000010521;3085;319
000000000402629001;3098;169
000000000000153589;3180;93
000000000000165524;3091;46
000000000000010659;3206;89
000000000000900820;3193;4130
000000000000153589;3093;73
000000000000008914;3225;511
000000000000147716;3089;22
000000000000621033;3092;818
000000000000635529;3088;20
000000000000292183;3211;61
000000000000182690;3223;46
000000000000321094;3094;2345
000000000000018250;3187;1267
000000000000014296;3180;46
000000000000210484;3086;11
000000000000023002;3093;248
000000000000133223;3223;58
000000000000645928;3094;51
000000000000646386;3094;595
000000000000640010;3085;47
000000000000818130;3098;104
000000000000642726;3089;8
000000000000781196;3086;36
000000000000568755;3092;174
000000000000214184;3193;33
000000000000604342;3223;298
000000000000597758;3098;13
000000000000007390;3212;3710
000000000000625303;3180;29
000000000000351783;3225;71
000000000000141360;3225;1036
000000000000640476;3211;89
000000000000900816;3093;1920
000000000000667429;3089;24
000000000000607496;3212;11
000000000000005753;3088;66
000000000000625810;3089;23
000000000000355618;3212;2061
000000000000612667;3089;287
000000000000631045;3187;26
000000000000604494;3091;14
000000000000179987;3094;21
000000000000007515;3225;220
000000000000358391;3074;953
000000000000612808;3091;87
000000000647039004;3098;25
000000000402629006;3092;4187
000000000000059805;3092;383
000000000000006128;3089;11
000000000402160001;3223;227
000000000000631045;3092;58
000000000400067005;3074;111
000000000000616209;3212;38
000000000000179368;3085;15
000000000000913285;3098;84
000000000000154633;3089;47
000000000000570705;3086;94
000000000000218488;3098;60
000000000000179567;3088;312
000000000000649345;3088;69
000000000000647468;3093;60
000000000000739681;3092;94
000000000000181372;3212;130
000000000000355622;3074;260
000000000000562182;3089;25
000000000000006128;3172;47
000000000000651999;3206;31
000000000000145903;3086;121
000000000000810437;3098;166
000000000000609808;3085;14
000000000000165488;3085;870
000000000000055532;3092;441
000000000000355622;3212;18
000000000000128237;3074;108
000000000000615835;3088;153
000000000000121949;3092;71
000000000000795025;3223;651
000000000000018286;3193;600
000000000000607896;3098;18
000000000000665275;3091;131
000000000000661795;3225;50
000000000000213721;3187;74
000000000000018250;3092;173
000000000000630078;3092;24
000000000000625402;3089;82
000000000000913285;3180;12
000000000000605405;3223;23
000000000000900824;3193;628
000000000668910001;3187;163
000000000000864253;3225;48
000000000000519804;3089;168
000000000000516749;3089;153
000000000000253327;3092;69
000000000000004912;3187;413
000000000000667762;3091;33
000000000000355618;3094;1294
000000000000182574;3098;30
000000000000056986;3074;169
000000000000006542;3206;119
000000000000665741;3193;829
000000000000182571;3093;18
000000000000665741;3092;880
000000000000356297;3223;21
000000000000543828;3223;25
000000000000665212;3092;112
000000000000062405;3212;1756
000000000000533071;3223;33
000000000000006516;3193;38
000000000000611419;3098;355
000000000000024668;3180;3524
000000000000006668;3206;27
000000000000698846;3206;172
000000000000652466;3092;48
000000000000342158;3223;19
000000000000900821;3086;3608
000000000000063027;3085;545
000000000000667263;3206;53
000000000000010632;3193;32
000000000402613001;3086;289
000000000000616985;3206;149
000000000000983071;3091;35
000000000000177512;3187;1131
000000000000062389;3187;29
000000000000005759;3092;47
000000000000631161;3193;40
000000000000349368;3206;3947
000000000000015532;3206;31
000000000000562128;3098;334
000000000000009009;3091;234
000000000400185002;3086;303
000000000645975002;3089;420
000000000000619701;3206;20
000000000000618365;3092;22
000000000668910003;3223;84
000000000000639525;3086;26
000000000000006490;3193;118
000000000000128237;3225;58
000000000000120294;3180;347
000000000000558396;3085;29
000000000000284478;3088;56
000000000000640173;3225;25
000000000000010630;3212;164
000000000000182690;3225;39
000000000000138610;3211;86
000000000000612808;3180;233
000000000000010570;3074;217
000000000000010571;3093;283
000000000000598872;3211;420
000000000000174442;3093;45
000000000000606510;3088;57
000000000000648979;3193;196
000000000000960219;3093;83
000000000000053901;3187;759
000000000000646822;3091;362
000000000654827003;3180;12
000000000000011016;3098;86
000000000000210336;3225;38
000000000000637930;3223;7
000000000000282932;3206;17
000000000000506147;3091;60
000000000000181372;3086;87
000000000000913286;3086;76
000000000000615835;3225;81
000000000000200354;3225;16
000000000000614115;3172;159
000000000000618228;3172;114
000000000000218597;3093;35
000000000000506149;3085;59
000000000000005757;3094;24
000000000402629003;3074;94
000000000000621033;3094;867
000000000000212914;3193;27
000000000000566344;3092;177
000000000000141270;3211;54
000000000000900824;3074;1336
000000000000666029;3225;16
000000000000011506;3212;451
000000000000585347;3094;51
000000000649484001;3089;22
000000000000005966;3206;4
000000000000278354;3093;29
000000000000861944;3089;49
000000000000210295;3094;59
000000000000641384;3074;101
000000000000215264;3180;27
000000000000214184;3223;24
000000000000024668;3085;3818
000000000000562679;3094;23
000000000000566342;3180;253
000000000000649314;3206;210
000000000401861011;3092;25
000000000000649041;3225;95
000000000000121724;3180;34
000000000000615395;3089;39
000000000000662371;3223;200
000000000000632286;3088;19
000000000000628711;3172;707
000000000000618836;3074;78
000000000000053893;3098;697
000000000000628239;3098;80
000000000000661795;3212;169
000000000668910003;3172;146
000000000000281009;3086;126
000000000000300245;3206;17
000000000000810438;3086;64
000000000622768001;3193;84
000000000000291510;3225;25
000000000616562001;3172;44
000000000000178379;3223;33
000000000400183006;3089;47
000000000000640021;3098;357
000000000000632283;3211;66
000000000000231595;3098;8
000000000000639546;3085;148
000000000000661945;3094;79
000000000000164124;3085;135
000000000000291510;3172;17
000000000000053891;3193;507
000000000000607508;3212;37
000000000000018286;3088;127
000000000000170198;3094;112
000000000000197610;3091;47
000000000000008645;3088;35
000000000000667803;3094;26
000000000000210403;3093;175
000000000000635466;3091;44
000000000000543391;3172;26
000000000000170847;3180;281
000000000000598867;3172;323
000000000000046528;3211;1077
000000000000281009;3094;143
000000000000178379;3088;92
000000000000631323;3211;65
000000000000141360;3074;1852
000000000000629430;3089;139
000000000000133229;3193;134
000000000000140265;3225;80
000000000000900818;3088;2413
000000000000606510;3092;158
000000000000005960;3172;480
000000000000781198;3206;35
000000000400067005;3193;81
000000000000630440;3074;16
000000000000006490;3088;47
000000000000010217;3193;87
000000000000612861;3089;78
000000000000869698;3180;68
000000000000005960;3094;142
000000000000639039;3089;99
000000000000985414;3212;165
000000000000152770;3223;31
000000000000607261;3093;42
000000000000544058;3223;41
000000000000141302;3225;68
000000000000662799;3089;41
000000000649484001;3172;270
000000000000635532;3223;30
000000000000006557;3098;46
000000000000190995;3085;23
000000000648870002;3086;162
000000000000147716;3187;30
000000000000171547;3089;70
000000000000024631;3098;92
000000000000652985;3098;29
000000000000052651;3094;80
000000000000167455;3092;2230
000000000000215161;3088;158
000000000000645721;3223;38
000000000000544759;3193;14
000000000000973574;3193;9
000000000000052294;3074;187
000000000641229001;3093;352
000000000000006126;3089;1017
000000000000629757;3074;1409
000000000000625402;3074;103
000000000000521924;3094;64
000000000000133181;3091;165
000000000000575841;3211;30
000000000401861011;3225;12
000000000000625810;3223;78
000000000000665402;3074;41
000000000000004912;3223;153
000000000402032001;3088;19
000000000000251914;3092;156
000000000000203300;3187;10
000000000000008527;3223;139
000000000000046528;3094;425
000000000000291653;3092;82
000000000000035129;3098;152
000000000648444001;3074;76
000000000000577226;3086;23
000000000000059805;3223;64
000000000000810438;3094;53
000000000000973574;3089;9
000000000000572837;3180;9
000000000000295085;3088;160
000000000000024735;3172;778
000000000000624684;3225;60
000000000000124981;3088;294
000000000000665263;3088;133
000000000000052524;3206;50
000000000000905315;3180;31
000000000000637755;3172;48
000000000000661442;3085;96
000000000000744843;3206;15
000000000000665901;3223;41
000000000000616068;3091;142
000000000000614358;3094;25
000000000000625810;3211;38
000000000000059685;3074;49
000000000000358032;3172;49
000000000000573622;3092;29
000000000000203455;3193;498
000000000000665264;3098;115
000000000402032001;3187;96
000000000000062389;3225;29
000000000000955614;3074;16
000000000645975003;3225;504
000000000000648979;3211;222
000000000622009001;3086;52
000000000000148242;3212;39
000000000000558053;3211;18
000000000000192843;3093;27
000000000000640010;3180;23
000000000000630624;3089;109
000000000000638916;3074;68
000000000000005965;3074;19
000000000000638517;3212;39
000000000000006105;3088;2793
000000000000014362;3180;19
000000000000632285;3085;42
000000000000914447;3088;15
000000000000005724;3187;154
000000000000539998;3088;69
000000000000005542;3180;30
000000000000170201;3098;138
000000000000006517;3212;56
000000000000018250;3094;291
000000000000013475;3098;31
000000000000640961;3212;451
000000000000627253;3098;72
000000000000152770;3225;33
000000000000196224;3091;14
000000000000612882;3225;46
000000000000617380;3187;38
000000000000662371;3094;90
000000000000321096;3223;164
000000000000031628;3206;115
000000000000604435;3092;96
000000000000284478;3187;44
000000000000501361;3212;1189
000000000000052651;3092;377
000000000000570705;3092;72
000000000668910001;3086;602
000000000000355620;3172;539
000000000000620407;3193;396
000000000000141360;3187;470
000000000000612233;3172;689
000000000000667968;3085;51
000000000000612504;3187;61
000000000000653734;3092;30
000000000000124981;3187;117
000000000000214184;3172;94
000000000000625810;3088;26
000000000400329006;3223;345
000000000000646070;3206;26
000000000000119092;3086;115
000000000000647736;3074;144
000000000000621034;3098;63
000000000000181877;3193;124
000000000000561536;3086;55
000000000000182690;3092;42
000000000665656001;3187;35
000000000628439002;3091;71
000000000000152770;3187;43
000000000000575145;3098;44
000000000000007515;3092;459
000000000000913285;3091;53
000000000000605708;3089;2334
000000000000191250;3093;71
000000000000899948;3086;2735
000000000402163005;3086;310
000000000000141193;3088;60
000000000000651990;3212;221
000000000000163735;3180;62
000000000000526074;3092;191
000000000000668127;3085;218
000000000000861944;3086;163
000000000000642726;3088;7
000000000000665477;3206;70
000000000000650655;3211;43
000000000000177770;3092;335
000000000000353250;3088;137
000000000000639695;3089;84
000000000000351785;3193;45
000000000000052107;3092;289
000000000000667695;3089;40
000000000000189986;3211;155
000000000000135488;3089;563
000000000000170132;3193;49
000000000000815280;3074;32
000000000000961236;3089;39
000000000000560915;3092;42
000000000000031357;3206;24
000000000000188150;3098;72
000000000000638654;3180;88
000000000000650655;3187;34
000000000000031356;3091;24
000000000000052392;3098;47
000000000000907292;3091;131
000000000000625810;3225;18
000000000000053891;3088;944
000000000000152048;3211;188
000000000666059002;3187;35
000000000000024727;3180;179
000000000000637670;3187;71
000000000000665063;3085;1865
000000000000210403;3085;206
000000000000650196;3098;116
000000000000032326;3223;423
000000000000260876;3180;51
000000000000198339;3225;354
000000000000189987;3223;184
000000000000615395;3088;51
000000000000643027;3094;160
000000000000008509;3172;71
000000000000355630;3093;1794
000000000000011016;3085;126
000000000402629001;3206;418
000000000000351786;3074;299
000000000000180031;3098;112
000000000000321096;3092;136
000000000000141820;3074;362
000000000000178379;3211;51
000000000000606510;3211;195
000000000000181263;3088;30
000000000000358358;3187;6993
000000000000007413;3086;86
000000000400185002;3094;245
000000000000621033;3088;306
000000000000153589;3206;56
000000000000210257;3223;76
000000000650100002;3187;76
000000000000031910;3085;261
000000000000020321;3093;158
000000000000981938;3180;93
000000000000666029;3086;21
000000000000006451;3211;57
000000000000218488;3085;21
000000000000618228;3074;40
000000000000661945;3225;124
000000000000607261;3206;59
000000000000638916;3223;112
000000000000544823;3086;23
000000000621962002;3094;42
000000000000649314;3085;465
000000000000883205;3212;25
000000000000894768;3225;21
000000000000631161;3211;37
000000000000635466;3085;25
000000000000516749;3223;247
000000000000152048;3088;165
000000000000018112;3074;26
000000000000901361;3074;82
000000000663007001;3093;53
000000000000011506;3211;71
000000000639107002;3098;88
000000000000710446;3074;631
000000000000186376;3089;14
000000000000900821;3212;2342
000000000000876417;3180;349
000000000000501361;3211;866
000000000000211061;3093;73
000000000000955555;3180;24
000000000000618228;3187;86
000000000000546061;3094;33
000000000000146224;3211;27
000000000400308001;3074;7841
000000000000900820;3211;153
000000000000174334;3092;345
000000000000284090;3091;28
000000000000141403;3091;58
000000000000760902;3098;66
000000000000141402;3074;30
000000000000868530;3094;66
000000000000528751;3085;15
000000000000180004;3206;74
000000000400308001;3089;1890
000000000000154634;3206;116
000000000000009130;3225;209
000000000000005724;3088;285
000000000000561301;3180;23
000000000000615004;3187;599
000000000000163896;3180;77
000000000000141193;3212;73
000000000000213396;3085;14
000000000000052392;3180;358
000000000000291653;3074;98
000000000000629295;3074;57
000000000000640873;3212;44
000000000000158886;3085;94
000000000000965821;3212;48
000000000402613002;3098;3082
000000000000010216;3187;49
000000000000622002;3211;117
000000000622768002;3088;113
000000000000132599;3088;50
000000000000010217;3088;79
000000000000577226;3088;19
000000000622768002;3223;47
000000000000128223;3193;85
000000000401867002;3093;55
000000000000164853;3193;174
000000000000530964;3180;25
000000000000883205;3092;53
000000000000009640;3086;49
000000000000607260;3086;12
000000000000005474;3223;24
000000000000350937;3086;46
000000000000960219;3180;68
000000000000200148;3172;43
000000000000629402;3089;47
000000000000006459;3098;63
000000000000899947;3206;460
000000000000358358;3088;6974
000000000000612806;3085;1103
000000000000603916;3086;240
000000000000667610;3089;29
000000000000291510;3187;38
000000000000877304;3089;196
000000000000526074;3074;105
000000000000641025;3211;48
000000000000624993;3180;68
000000000000598873;3094;448
000000000000354918;3225;116
000000000000138610;3089;59
000000000000655684;3092;57
000000000000606624;3093;16
000000000000321094;3223;1957
000000000000966828;3211;83
000000000000544705;3225;20
000000000000005960;3089;314
000000000000052391;3225;156
000000000000152767;3085;87
000000000000612888;3091;47
000000000000653734;3074;33
000000000000667839;3180;41
000000000000665212;3172;64
000000000000639789;3092;70
000000000000864253;3094;56
000000000000983071;3098;32
000000000000005963;3180;1033
000000000000062389;3094;24
000000000000006490;3172;87
000000000000195024;3085;12
000000000000666029;3212;27
000000000000648732;3085;53
000000000000181878;3074;94
000000000000598865;3172;411
000000000000781198;3091;34
000000000000612530;3225;40
000000000000635530;3172;7
000000000000052674;3193;113
000000000000007518;3180;4123
000000000000178018;3211;47
000000000000007390;3074;2003
000000000000882758;3088;90
000000000000615835;3187;72
000000000000759335;3193;2846
000000000000053809;3211;1140
000000000000666259;3172;64
000000000000007408;3085;357
000000000000006490;3074;115
000000000000064466;3085;17
000000000401926001;3091;34
000000000000985415;3187;1279
000000000000062389;3074;46
000000000000614472;3089;24
000000000000562128;3093;120
000000000000024668;3206;3369
000000000000868530;3223;792
000000000645975002;3088;544
000000000000358335;3091;965
000000000000018222;3206;127
000000000000638916;3212;192
000000000000121949;3074;59
000000000000006532;3074;322
000000000000828564;3098;102
000000000000567913;3074;10
000000000000663245;3172;205
000000000000009671;3093;32
000000000000006451;3223;246
000000000000616209;3187;13
000000000654827002;3180;21
000000000402160009;3085;27
000000000000006558;3094;47
000000000000571223;3091;131
000000000000638518;3089;24
000000000641229001;3180;317
000000000000665715;3092;18
000000000666059001;3187;45
000000000000665275;3093;198
000000000000767397;3074;98
000000000000759335;3223;1493
000000000000168906;3211;32
000000000000010631;3086;23
000000000000629771;3225;269
000000000000612505;3225;83
000000000665922002;3091;54
000000000000133223;3172;104
000000000000585243;3092;218
000000000000645478;3091;86
000000000000558051;3212;6
000000000000047388;3092;563
000000000000626636;3094;1295
000000000628439001;3172;48
000000000000576939;3091;79
000000000000152047;3098;86
000000000000178369;3212;25
000000000000622173;3094;68
000000000000198339;3212;3140
000000000000616202;3212;25
000000000000005964;3211;964
000000000000213570;3093;15
000000000000518338;3098;169
000000000000178379;3187;39
000000000000662257;3172;289
000000000000010591;3212;41
000000000000008527;3225;39
000000000000018292;3088;410
000000000636515001;3089;29
000000000000062405;3094;355
000000000000358392;3091;149
000000000400329005;3180;1763
000000000000631799;3091;6
000000000000216960;3086;99
000000000000203300;3089;6
000000000000543098;3193;20
000000000000975247;3225;7
000000000400185002;3092;380
000000000000174334;3211;133
000000000000651999;3098;94
000000000000030964;3085;43
000000000000011016;3093;119
000000000000635532;3088;45
000000000000641109;3223;35
000000000000631668;3094;26
000000000000017966;3225;26
000000000000339586;3085;31
000000000402613002;3206;1426
000000000000629712;3193;59
000000000000667119;3223;22
000000000000616068;3206;19
000000000000181263;3089;27
000000000400071004;3092;85
000000000000663242;3212;130
000000000000211077;3086;89
000000000000146986;3187;40
000000000000181263;3172;45
000000000000004933;3086;1257
000000000000217411;3212;83
000000000400072001;3086;29
000000000000167456;3187;201
000000000000178087;3093;105
000000000000612883;3225;46
000000000000877304;3212;206
000000000000647123;3089;49
000000000622768006;3085;42
000000000000024729;3172;6605
000000000000607904;3225;163
000000000000035284;3225;25
000000000000661119;3206;440
000000000000645928;3211;40
000000000000662799;3225;23
000000000000781199;3088;35
000000000000981938;3206;111
000000000000004900;3211;29
000000000000128223;3089;181
000000000000976753;3093;420
000000000000053892;3180;549
000000000400067005;3088;126
000000000000053901;3088;895
000000000616726002;3085;61
000000000000053809;3193;1005
000000000000010577;3086;23
000000000000567412;3093;39
000000000000973574;3074;8
000000000000062389;3211;71
000000000000187005;3085;482
000000000000217411;3092;44
000000000000632285;3091;46
000000000000215380;3193;372
000000000000132112;3098;135
000000000000351786;3092;278
000000000400261002;3088;482
000000000000636570;3225;6
000000000000520476;3091;39
000000000000604495;3211;21
000000000400261002;3223;252
000000000000960217;3193;142
000000000000011214;3074;62
000000000000894768;3193;56
000000000000176169;3206;157
000000000000052612;3088;469
000000000000189537;3172;75
000000000000191112;3086;115
000000000000612504;3193;43
000000000000877304;3094;220
000000000000210336;3089;54
000000000000057969;3098;296
000000000000191246;3098;82
000000000402163005;3172;48
000000000000031628;3091;123
000000000000933456;3187;37
000000000000630624;3074;52
000000000639107002;3093;55
000000000000616203;3093;19
000000000000612504;3089;550
000000000000625402;3223;22
000000000401724010;3206;479
000000000000187418;3093;59
000000000650386001;3089;17
000000000000004912;3211;590
